price,bedrooms,sqft_living,waterfront
465000,3,1840,0
673000,4,2990,0
810000,4,3520,0
785000,4,2440,0
338000,4,2090,0
280000,3,1430,0
315000,4,2180,0
530000,4,2180,0
380000,5,3450,0
297000,3,1450,0
730000,4,3230,0
450000,3,1640,0
275000,3,1590,0
595000,4,2020,0
435000,3,1300,0
270000,2,1380,0
950000,3,4040,0
389000,4,2130,0
560000,4,2550,0
1.35e+006,5,4800,0
799000,4,2510,0
365500,3,1410,0
252350,3,1650,0
403950,4,2120,0
385000,4,2040,0
345000,4,1550,0
490000,3,1980,0
330000,3,1600,0
927000,4,3300,0
1.118e+006,4,3840,0
330000,2,1220,0
530000,5,2720,0
365000,4,1940,0
378750,3,2160,0
269900,4,1530,0
557000,3,1710,0
360000,4,3730,0
352000,2,940,0
437000,3,1750,0
322500,4,1820,0
650000,3,1510,0
450000,3,1290,0
278500,3,1570,0
364950,4,1930,0
840000,4,2840,0
268000,3,1550,0
517534,2,833,0
632925,3,2990,0
577500,3,2000,0
339000,4,2390,0
570000,3,2910,0
563500,4,2085,0
423000,4,2200,0
355000,3,1860,0
1.55e+006,5,6070,0
482000,2,950,0
625000,3,1600,0
538000,3,2250,0
380000,3,2280,0
375000,2,940,0
245000,3,1530,0
310000,5,2190,0
1.3e+006,3,2350,0
397000,4,1440,0
365000,3,2200,0
328500,4,2290,0
988000,4,4040,0
1000000,4,2610,0
237000,3,1490,0
525000,4,2450,0
749000,4,1710,0
722500,5,4870,0
843000,3,3130,0
438000,2,1270,0
578000,3,2120,0
227950,3,1670,0
196000,3,2070,0
641000,2,1420,0
350000,3,1250,0
205000,3,940,0
400000,3,1920,0
1.03e+006,3,3545,0
505000,3,1260,0
475000,5,2340,0
520000,3,2590,0
1.45e+006,3,3970,0
333500,3,1220,0
232000,3,1400,0
691100,3,2360,0
811000,3,1870,0
551000,3,2830,0
496500,3,2260,0
705000,3,1970,1
578000,4,3140,0
255000,3,1240,0
1.05e+006,4,3450,0
348000,3,2570,0
230000,3,1510,0
359500,4,2390,0
330000,3,980,0
80000,1,430,0
465000,3,1480,0
325000,4,1850,0
340500,3,2270,0
342500,3,1810,0
290900,2,1610,0
868700,3,3840,0
1.199e+006,4,4110,0
1.15e+006,4,4190,0
859900,4,3390,0
520000,4,1890,0
460000,3,1610,0
438924,3,1050,0
315000,2,630,0
590000,4,2910,0
378500,4,1700,0
328500,3,1950,0
849950,3,2990,0
525000,3,1350,0
1.385e+006,4,4860,0
295000,4,2160,0
1.067e+006,6,4860,0
207950,2,890,0
699900,4,2810,0
1.28e+006,5,3400,0
452000,4,1580,0
370000,3,1680,0
232000,3,1300,0
669950,5,2820,0
397500,3,1510,0
490000,2,1230,0
725000,4,2110,0
299000,3,3080,0
625000,2,1490,0
437500,3,2120,0
650000,4,3180,0
475000,2,1490,0
342000,3,1930,0
1.19735e+006,4,2770,0
280000,3,1670,0
240000,2,1330,0
529000,3,1210,0
442000,3,1190,0
615000,2,1540,0
1.485e+006,4,4030,0
585000,4,2430,0
480000,4,2600,0
1.095e+006,5,4410,0
290000,4,1330,0
615000,3,1900,0
300000,2,1100,0
308000,3,1980,0
750000,3,2400,0
2.25e+006,4,4760,0
890000,4,3180,0
288000,3,1190,0
190000,2,630,0
515000,5,2530,0
235000,4,1690,0
275000,2,940,0
727500,2,1240,0
650000,4,3040,0
1.6e+006,6,6050,0
365000,4,1590,0
662000,3,2500,0
270500,3,1780,0
200000,2,1360,0
970000,4,4740,0
160000,3,1010,0
204000,3,1040,0
358000,3,1610,0
452000,4,1570,0
595000,2,1510,0
249000,3,1360,0
346900,4,1970,0
2.125e+006,3,5403,1
280000,4,1560,0
318888,4,2320,0
530000,3,2120,0
375000,3,2120,0
910000,4,3350,0
782000,4,2380,0
259950,2,1070,0
315000,4,2300,0
215000,2,1320,0
705000,3,2180,0
1.45e+006,3,4380,0
451000,3,1790,0
261000,2,750,0
396000,3,1300,0
725000,4,2990,0
1.95e+006,7,4640,0
238000,4,1400,0
750000,6,2750,0
331500,4,2050,0
460000,4,2230,0
404950,4,2340,0
880000,3,2870,0
863000,4,4120,0
638700,3,2080,0
435000,3,1840,0
260000,3,1180,0
671500,5,2160,0
610000,3,1180,0
405000,2,1160,0
338900,4,1830,0
720000,4,3200,0
442000,5,2560,0
650000,5,2550,0
263500,3,1330,0
300000,2,1220,0
266000,3,1805,0
930000,4,6050,0
530000,4,2320,0
180000,3,1384,0
619000,3,2720,0
264000,3,1820,0
730000,2,2130,0
439000,4,2060,0
268500,4,1420,0
330000,3,1510,0
640000,3,2160,0
900000,3,3180,0
370000,3,2110,0
685000,3,2060,0
505000,3,1830,0
265000,3,1820,0
290000,3,1610,0
296000,4,1780,0
360000,4,1840,0
240500,3,1460,0
372500,2,1400,0
595000,3,3370,0
515000,4,3590,0
1.22e+006,4,3200,0
507000,2,1670,0
399950,4,2420,0
185000,3,1430,0
460000,3,1440,0
435500,3,1450,0
469000,4,3550,0
531000,2,1270,0
443500,2,940,0
223000,3,1670,0
590000,4,3100,0
340000,2,1100,0
650000,3,1870,0
533600,3,1930,0
695000,3,2540,0
242000,3,1280,0
425000,3,1820,0
525000,3,1490,0
485000,3,1880,0
175000,3,1250,0
210000,3,1440,0
260000,3,1920,0
577000,3,2060,0
200000,3,1210,0
605000,2,1760,0
325000,3,990,0
289500,3,960,0
559950,3,1660,0
1.0425e+006,3,1900,0
543500,3,1270,0
480000,4,3250,0
218000,3,960,0
565000,2,1330,0
426700,3,2080,0
650000,3,2690,0
542000,2,890,0
415000,3,1070,0
214000,3,1200,0
245000,3,1360,0
314500,3,2050,0
1.12e+006,3,3000,0
378000,2,1300,0
305000,4,2250,0
595000,5,3740,0
729500,3,1660,0
430000,3,2360,0
240000,3,1760,0
545000,3,1680,0
530000,3,1320,0
157000,1,870,0
425000,4,1260,0
220000,3,1000,0
521000,4,2020,0
325000,3,1920,0
597500,3,2150,0
337000,3,1470,0
1000000,3,3180,0
3.07e+006,3,3930,1
495000,3,990,0
748000,4,2770,0
888000,3,1250,0
269900,3,1140,0
496500,4,2250,0
475000,3,1640,0
312000,3,1255,0
323000,3,1290,0
331000,3,1300,0
306000,3,1220,0
655000,4,2630,0
290000,3,1950,0
1.25e+006,4,3160,0
460000,3,1550,0
435000,4,1700,0
664000,4,2510,0
865000,4,1800,0
385000,3,1800,0
497000,3,1870,0
280000,2,1010,0
188000,2,1120,0
478500,3,2090,0
1.145e+006,4,4370,0
222000,3,1440,0
799000,4,2580,0
609900,4,3190,0
413000,4,2380,0
400000,4,1420,0
802541,5,2990,0
320000,3,2680,0
507000,4,2730,0
387500,3,1220,0
396000,3,1500,0
373000,3,1830,0
1.4849e+006,5,4570,0
359900,4,2470,0
410000,2,800,0
690000,4,2900,0
245000,3,1410,0
700000,5,2830,0
268000,4,1680,0
225000,3,1760,0
980000,4,2240,0
795000,2,1380,0
195000,2,820,0
480000,4,2180,0
485000,4,1400,0
130000,2,880,0
325000,2,1060,0
440000,3,1530,0
550000,4,2480,0
310000,3,1490,0
530000,3,3660,0
390000,4,2340,0
243000,3,1450,0
639000,4,2210,0
215000,4,1130,0
405000,5,1550,0
250000,4,1710,0
405500,3,1010,0
452000,6,2660,0
730000,6,2660,0
267000,3,1300,0
289950,3,1670,0
565000,2,960,0
1.578e+006,4,4670,0
636000,3,2140,0
350000,5,2520,0
320000,3,1650,0
210000,2,1440,0
245000,2,1050,0
328000,3,1470,0
985000,4,4230,0
501000,3,1970,0
315000,3,1540,0
403000,3,2090,0
550000,3,2380,0
347500,4,2156,0
365000,4,2070,0
588000,3,1910,0
605000,3,1920,0
1.3e+006,3,3400,0
233000,3,1400,0
360000,4,2210,0
459000,2,1170,0
740000,3,2100,0
305000,3,1160,0
395000,3,1500,0
560000,4,2940,0
650000,4,2010,0
449950,3,2170,0
517500,3,1430,0
435000,4,1510,0
329999,3,1150,0
950000,3,2150,0
447000,3,1370,0
699800,2,2380,0
850000,3,1370,0
316500,3,1600,0
942500,5,3750,0
1.31e+006,2,3950,0
856600,4,2400,0
405600,5,2830,0
565000,4,2440,0
400000,3,1190,0
330000,3,1400,0
374950,4,2730,0
405300,3,2390,0
560000,3,2060,0
824000,4,2490,0
260000,3,1100,0
760000,4,2430,0
405000,3,3170,0
429900,4,2640,0
341500,3,1130,0
465250,5,1940,0
450000,2,1100,0
390000,3,1200,0
420000,3,2000,0
269950,3,1890,0
493000,4,1910,0
370000,4,2710,0
2.25e+006,5,4860,0
305000,3,1250,0
400000,3,1590,0
320000,3,1240,0
715000,4,2000,0
650000,6,3610,0
218000,5,1930,0
500000,2,1280,0
460000,4,2090,0
232500,3,1940,0
408200,3,1800,0
522000,3,1730,0
675000,4,2810,0
1.355e+006,4,3550,0
249950,4,1330,0
210000,2,750,0
429950,4,1760,0
737500,4,3200,0
710000,4,1740,0
470000,3,2100,0
1.1e+006,4,4270,0
650000,3,1340,0
1.216e+006,4,3190,0
422120,3,1630,0
625000,5,2990,0
385200,4,1550,0
500000,3,1690,0
308000,4,1960,0
565000,3,2390,0
581000,3,2600,0
361000,3,1950,0
345000,3,1250,0
419000,2,1180,0
347000,3,1680,0
625000,4,2220,0
2.4e+006,4,4890,0
379000,3,2660,0
310000,3,1150,0
250000,2,1130,0
682000,5,2760,0
246500,3,1430,0
325000,3,1490,0
310950,4,2030,0
1.1e+006,3,3010,0
287500,3,1810,0
431000,3,1810,0
226000,3,970,0
825000,3,2010,0
175000,4,1300,0
465750,3,1260,0
659000,4,2610,0
595000,3,1910,0
350000,3,1780,0
270000,4,1900,0
662500,6,2450,0
249900,3,1380,0
324500,3,1920,0
430000,2,1350,0
419950,2,1350,0
285000,4,2510,0
332000,4,2470,0
282000,4,1660,0
320000,3,1340,0
428750,3,1620,0
330000,3,2300,0
456500,4,2000,0
352000,3,1640,0
664000,4,1530,0
628000,3,4000,0
512000,3,1610,0
254000,3,2070,0
535800,4,1900,0
287653,3,1050,0
438000,3,1520,0
450000,4,2390,0
327000,5,2400,0
370500,4,1790,0
265000,3,1720,0
450000,4,2980,0
425000,3,1520,0
166600,3,1150,0
245000,1,380,0
565000,3,910,0
539900,3,1650,0
910000,3,2480,0
280000,4,2050,0
275000,3,1420,0
467000,3,3460,0
457500,3,1500,0
381156,2,1320,0
289999,5,2180,0
642450,3,1830,0
469950,3,1620,0
795000,3,2920,0
785000,4,3300,0
860000,3,3060,0
1.095e+006,0,3064,0
147500,3,1530,0
390000,3,1910,0
229000,3,1020,0
185000,3,1150,0
414900,3,1260,0
200000,4,1920,0
225000,4,1800,0
720000,3,2040,0
930000,4,2200,0
1.27e+006,5,3200,0
700000,5,2400,0
466000,2,1140,0
374000,3,1330,0
480000,3,1940,0
740000,3,3000,0
1.01e+006,4,1820,0
395000,4,2910,0
340000,2,1090,0
209000,3,1230,0
431650,5,1710,0
980000,5,3160,0
660000,3,2680,0
730000,4,2190,0
291500,3,1260,0
905000,4,2970,0
800000,4,2570,0
839900,4,3810,0
200000,1,1010,0
300000,3,1480,0
530000,3,1250,0
314950,3,1654,0
255000,3,1410,0
550000,5,2160,0
435000,3,1400,0
234000,3,1420,0
615000,4,2500,0
205000,3,1410,0
384000,4,2100,0
324000,3,1750,0
645000,3,2070,0
570000,3,1570,0
324000,3,1920,0
270000,2,1000,0
290000,5,2120,0
250000,3,1440,0
342000,3,1660,0
255000,3,1340,0
800000,3,2380,0
451000,3,1560,0
990000,4,2780,0
288400,4,1860,0
420000,3,2390,0
359000,2,1370,0
390000,4,2570,0
300000,3,1320,0
545000,5,2520,0
288349,3,1250,0
299900,3,1560,0
891000,4,2330,0
1.2e+006,3,3660,0
378000,4,2790,0
299995,2,1060,0
253000,3,2020,0
350000,3,1580,0
565000,4,2020,0
315000,2,970,0
570000,4,1490,0
971000,5,4390,0
915000,5,2750,0
419000,4,2150,0
260000,4,1810,0
1.3215e+006,3,2230,0
369950,3,2430,0
1.0299e+006,3,3680,0
435000,5,1410,0
601000,3,1330,0
460500,3,1490,0
720000,3,2020,0
851000,4,3130,0
550000,4,2670,0
700000,4,1980,0
323000,3,2100,0
345500,3,1350,0
378000,4,2140,0
650000,4,2208,0
385000,3,1010,0
425000,2,970,0
210000,4,1520,0
630000,4,2740,0
335000,3,1570,0
196500,3,1320,0
582800,4,2550,0
440000,3,1560,0
752500,4,2360,0
532500,3,1330,0
265000,3,1070,0
397500,3,1510,0
524250,3,1710,0
765000,4,2790,0
648000,4,2620,0
469500,5,2970,0
237500,3,1050,0
216000,3,1280,0
427200,3,1030,0
280000,3,1900,0
718000,5,3070,0
420000,2,1760,0
379000,2,930,0
326100,2,880,0
535000,3,1360,0
283000,4,2130,0
260000,3,1480,0
399000,4,1500,0
484950,3,1670,0
640000,4,2060,0
585000,4,2160,0
645000,4,2780,0
253000,3,1490,0
178500,2,740,0
291000,4,1860,0
199950,2,1590,0
553500,2,850,0
189950,2,1030,0
289000,3,1850,0
700000,4,1830,0
270000,3,1560,0
258000,4,1730,0
530000,3,1930,0
245000,3,1422,0
563000,3,1380,0
515000,3,2430,0
325000,4,2610,0
540000,3,2000,0
280300,2,920,0
460000,4,1750,0
475000,3,2020,0
900000,4,2460,0
538200,4,1780,0
429000,2,1080,0
164808,3,1250,0
520000,4,1870,0
475000,3,1700,0
283000,4,1480,0
321500,4,1930,0
840000,4,3130,0
287000,3,1370,0
375000,3,960,0
349500,3,1260,0
446450,3,1480,0
315000,4,1930,0
271310,2,870,0
315000,4,1300,0
245000,3,1490,0
543115,2,1380,0
900000,4,1190,0
2.45e+006,4,4250,0
554000,2,1920,0
249900,3,2080,0
768000,3,3220,0
980000,4,3680,0
395000,5,2070,0
415000,3,1480,0
380000,4,2000,0
566000,3,1560,0
218500,2,1600,0
550000,4,1940,0
512031,3,1540,0
197500,2,820,0
470000,3,1780,0
590000,3,1560,0
465000,4,2210,0
499000,2,2040,0
515000,3,1920,0
716500,3,1930,0
410000,3,1700,0
850000,4,3450,0
1.05e+006,4,3440,0
648000,4,2380,0
620000,4,2400,0
935000,4,5670,0
379000,3,1140,0
699000,3,1670,0
528000,4,1910,0
425000,3,1560,0
249500,2,1500,0
1.03548e+006,5,4475,0
790000,4,2840,0
399950,3,1020,0
275000,3,1410,0
550000,3,1520,0
140000,1,730,0
250000,3,1190,0
318000,3,1410,0
505000,2,1240,0
470500,5,2500,0
360000,3,1050,0
1.2425e+006,4,2680,0
986000,3,2380,0
515000,2,1060,0
320000,3,2300,0
310000,4,2010,0
356700,2,1090,0
775000,4,2320,0
325000,3,1040,0
208000,4,1810,0
825000,2,1150,1
515000,3,2360,0
490000,3,1970,0
675000,4,2690,0
360000,4,2080,0
550000,4,2080,0
225000,3,1370,0
500000,3,3410,0
385000,4,1850,0
837700,5,3010,0
448000,3,1530,0
730000,5,2690,0
575000,4,2810,0
430000,3,1810,0
435000,3,1560,0
241000,3,1010,0
453500,2,1000,0
285000,2,990,0
151000,2,720,0
1.57e+006,5,6070,0
631000,5,2270,0
285000,2,1380,0
195000,3,1260,0
817500,4,2910,0
550000,3,1810,0
1.127e+006,4,3160,0
609850,2,1910,0
200000,3,1230,0
367000,4,2960,0
285167,3,2200,0
275000,2,1270,0
350900,4,2540,0
660000,4,3030,0
525000,3,1520,0
262000,4,1560,0
690000,2,970,0
624000,5,3570,0
353000,3,1350,0
552500,4,3710,0
224500,4,1430,0
239000,3,940,0
975000,5,4300,0
1.2e+006,4,3990,0
505000,3,1380,0
302000,4,2020,0
170000,3,1480,0
195000,2,1190,0
272000,5,2550,0
369000,5,2550,0
332500,3,1500,0
515000,3,3000,0
269000,3,1690,0
1.278e+006,4,4390,0
303000,3,1560,0
420000,7,2940,0
400000,3,1130,0
225000,3,1020,0
219000,2,1310,0
605000,3,2570,0
625000,4,2020,0
380000,5,1680,0
620000,4,1770,0
687500,4,3190,0
225500,4,1440,0
252500,3,1150,0
510000,3,1860,0
510000,4,2430,0
725000,3,1940,0
75000,1,670,0
492000,2,880,0
425000,4,1930,0
1.955e+006,4,3120,1
298900,3,1830,0
699000,4,3230,0
310000,2,700,0
350000,3,1010,0
790000,4,2460,1
305000,4,2230,0
315000,3,1570,0
267500,5,2390,0
1.75e+006,4,3460,0
435000,6,2400,0
482500,6,2940,0
5.1108e+006,5,8010,1
439995,3,1570,0
460000,3,1520,0
194000,3,1070,0
290000,2,440,1
274700,4,2440,0
900000,4,2660,0
1.15e+006,4,4460,0
605000,3,2010,0
359000,3,1450,0
850000,3,1400,0
505000,3,1500,0
565000,3,2500,0
585000,2,1280,0
328000,4,3380,0
749950,4,2910,0
826000,4,3060,0
535000,3,1330,0
925000,4,3300,0
875000,3,3250,0
902000,4,2530,0
423000,3,1830,0
235000,3,1170,0
545000,2,2930,0
343000,2,1230,0
334950,3,1620,0
405000,3,1760,0
220000,4,1440,0
173000,2,1740,0
655000,3,1270,0
406000,2,880,0
632000,6,2560,0
357000,5,1540,0
361000,3,1150,0
277000,2,770,0
630000,4,4610,0
254000,3,1850,0
472800,3,1840,0
263000,3,1490,0
510000,3,1490,0
179950,3,960,0
525000,4,1580,0
479000,3,1260,0
651000,3,1940,0
949000,4,2490,0
392400,5,2520,0
585000,4,1760,0
460000,4,4190,0
470000,3,1170,0
245000,3,1600,0
500000,4,2760,0
455000,3,2090,0
485500,4,2320,0
1.875e+006,5,4110,0
100000,2,770,0
307000,3,1410,0
475000,4,3660,0
330000,4,2180,0
130000,3,1110,0
320000,3,2280,0
735000,4,2820,0
365000,4,1570,0
234000,3,1200,0
211000,4,1710,0
680000,6,3000,0
457000,4,2800,0
349000,3,1640,0
360000,3,2030,0
350000,4,2530,0
208000,3,990,0
250275,2,790,0
435000,2,790,0
270000,3,1800,0
438000,3,1650,0
659000,4,1980,0
645000,4,2340,0
685100,4,2790,0
350000,7,2800,0
375000,2,1840,0
170000,3,1350,0
880000,4,3030,0
410500,4,1980,0
780000,4,3690,0
1.225e+006,5,3732,0
449000,2,1510,0
546000,3,2000,0
317000,3,1760,0
276900,3,1270,0
399000,5,2620,0
495000,5,2630,0
258000,3,2270,0
600000,2,2410,0
265000,3,1120,0
321000,5,3030,0
682000,5,2120,0
295700,4,1720,0
609000,4,2150,0
995000,3,4380,1
530000,3,2010,0
614000,5,3150,0
390000,3,2500,0
467000,3,1690,0
484000,6,3300,0
340000,3,1240,0
302495,3,2200,0
532500,3,1620,0
441500,3,2420,0
470000,4,2680,0
2.3e+006,4,4250,0
590000,3,2400,0
320000,3,2300,0
363000,2,920,0
747500,4,2350,0
750000,2,2630,0
831000,4,2170,0
403000,3,1700,0
445000,3,2470,0
345000,3,1250,0
2.26e+006,3,3110,0
371025,3,1530,0
355000,2,960,0
270000,3,1240,0
425000,4,2440,0
364808,3,2320,0
320000,3,1580,0
325000,4,2963,0
350000,3,2470,0
170000,3,1370,0
255000,2,960,0
550000,3,1130,0
835000,4,4930,0
420000,3,1150,0
925000,4,2190,0
389250,2,1490,0
748000,3,2600,0
284000,3,1530,0
588000,4,1680,0
372500,3,1680,0
285000,4,1900,0
360000,3,1570,0
275000,3,1370,0
428000,2,1350,0
847000,6,3010,0
316000,3,1010,0
375000,3,2050,0
533000,3,1670,0
556000,5,3840,0
225000,4,2220,0
537250,4,2590,0
255000,3,1180,0
530000,4,2950,0
5.3e+006,6,7390,1
595000,3,2150,0
548000,4,2100,0
234975,3,1650,0
600000,3,1620,0
432000,4,1750,0
455000,3,1380,0
279950,3,1510,0
267500,3,1600,0
620000,4,1840,0
110000,2,830,0
625000,3,1810,0
389000,2,910,0
1.2e+006,4,2120,0
788500,4,2510,0
567000,5,2100,0
515000,2,2690,0
605000,4,2430,0
430000,4,2452,0
805000,2,1550,0
567500,3,2080,0
647500,3,1290,0
495000,2,1850,0
825000,4,3370,0
435000,4,2730,0
445950,3,1300,0
960000,5,3040,0
780000,4,2440,0
274500,3,1720,0
729953,5,3230,0
464950,3,1200,0
620000,4,2350,0
735000,4,3100,0
450000,4,2040,0
450000,4,2000,0
842500,4,2160,0
360000,3,1970,0
585000,3,2270,0
461000,3,1850,0
345000,2,1350,0
1.075e+006,3,3280,0
643000,4,2270,0
690000,4,2820,0
282000,4,1200,0
549000,3,2000,0
815000,3,2310,0
2.2e+006,5,4640,1
700000,3,2330,0
933399,3,3940,0
290000,3,1440,0
372000,4,1960,0
450000,2,1250,0
303700,3,1981,0
672000,4,2440,0
